County,State,State_FIPS,County_FIPS,disability_rate,high_school_and_above_percentage,median_gross_rent,age_15_to_44_percentage,housing_cost_burden,white_population,total_population,age_60_and_over,poverty_rate,median_household_income,native_american_population,health_insurance_rate,unemployment_rate,gini_index,median_home_value,age_18_and_under_percentage,black_population,total_population_race,asian_population,per_capita_income,Year
Tippecanoe County,Indiana,18,157,10.7,36.9,823.0,52.2,2662.0,154732.0,186081.0,15.4,20.9,50486.0,319.0,90.0,5.2,0.4716,144300.0,20.7,8844.0,186081.0,154732.0,25481.0,2017
Tipton County,Indiana,18,159,17.4,21.3,725.0,33.9,165.0,14701.0,15290.0,25.6,9.4,53931.0,3.0,91.8,3.8,0.3915,110300.0,21.2,29.0,15290.0,14701.0,28507.0,2017
Tipton County,Tennessee,47,167,16.1,15.3,768.0,38.7,529.0,47941.0,61434.0,19.0,14.6,57212.0,307.0,90.7,8.1,0.4389,142400.0,25.4,11040.0,61434.0,47941.0,26110.0,2017
Tishomingo County,Mississippi,28,141,23.0,11.5,554.0,34.5,83.0,18472.0,19476.0,26.7,18.6,36672.0,50.0,85.5,10.8,0.4324,82700.0,22.1,488.0,19476.0,18472.0,19379.0,2017
Titus County,Texas,48,449,15.0,15.8,676.0,39.4,312.0,23559.0,32664.0,18.7,19.3,46980.0,228.0,79.2,6.1,0.4401,96300.0,29.1,2990.0,32664.0,23559.0,21090.0,2017
Todd County,Kentucky,21,219,13.6,12.6,612.0,36.1,84.0,10745.0,12377.0,20.6,20.1,38248.0,8.0,82.3,6.9,0.4403,94800.0,27.0,966.0,12377.0,10745.0,19555.0,2017
Todd County,Minnesota,27,153,13.8,14.5,630.0,31.7,162.0,23300.0,24423.0,28.1,13.0,49213.0,138.0,89.6,3.8,0.4095,141000.0,23.8,99.0,24423.0,23300.0,24988.0,2017
Todd County,South Dakota,46,121,11.9,16.2,421.0,40.1,50.0,888.0,10016.0,11.0,52.0,26285.0,7805.0,69.9,15.1,0.5237,38500.0,40.1,32.0,10016.0,888.0,11665.0,2017
Tolland County,Connecticut,9,13,10.1,39.7,1093.0,43.3,1446.0,134422.0,151596.0,20.8,6.5,81312.0,48.0,96.5,5.8,0.4276,247500.0,18.1,4797.0,151596.0,134422.0,37830.0,2017
Tom Green County,Texas,48,451,14.1,23.8,832.0,42.5,1620.0,99364.0,116906.0,20.1,12.9,49662.0,392.0,83.7,3.8,0.4688,122600.0,23.6,5051.0,116906.0,99364.0,27513.0,2017
Tompkins County,New York,36,109,8.8,52.6,1055.0,53.0,1628.0,83958.0,104415.0,18.2,20.4,56200.0,247.0,95.0,4.8,0.4937,190100.0,15.2,4182.0,104415.0,83958.0,29759.0,2017
Tooele County,Utah,49,45,10.8,22.6,871.0,42.8,348.0,57039.0,63357.0,13.1,6.9,66542.0,520.0,92.3,6.5,0.3522,196300.0,34.0,321.0,63357.0,57039.0,24069.0,2017
Toole County,Montana,30,101,16.0,14.8,562.0,36.2,36.0,4572.0,5031.0,25.1,16.6,46735.0,274.0,87.3,1.0,0.4874,125200.0,19.7,4.0,5031.0,4572.0,26354.0,2017
Toombs County,Georgia,13,279,16.0,15.9,567.0,37.4,411.0,17039.0,27160.0,21.4,24.4,35750.0,2.0,79.1,10.3,0.5175,97500.0,27.1,6932.0,27160.0,17039.0,21309.0,2017
Torrance County,New Mexico,35,57,15.8,17.7,810.0,34.5,109.0,14104.0,15534.0,27.4,27.1,35543.0,177.0,91.2,7.8,0.4669,111700.0,20.9,268.0,15534.0,14104.0,19129.0,2017
Towner County,North Dakota,38,95,13.2,18.1,520.0,26.2,17.0,2070.0,2258.0,32.6,12.4,54625.0,86.0,91.3,3.7,0.4833,73000.0,24.1,0.0,2258.0,2070.0,36099.0,2017
Towns County,Georgia,13,281,18.3,25.6,689.0,30.8,55.0,10691.0,11173.0,40.9,14.7,41182.0,66.0,87.1,6.8,0.4341,197900.0,13.6,135.0,11173.0,10691.0,22301.0,2017
Traill County,North Dakota,38,97,11.6,26.1,575.0,35.0,42.0,7617.0,8050.0,25.5,6.9,60952.0,82.0,95.7,2.9,0.4384,127200.0,22.2,81.0,8050.0,7617.0,31774.0,2017
Transylvania County,North Carolina,37,175,16.6,29.9,680.0,29.9,294.0,30144.0,33291.0,37.0,15.5,44559.0,140.0,83.9,6.8,0.4425,202100.0,16.3,1363.0,33291.0,30144.0,26037.0,2017
Traverse County,Minnesota,27,155,19.1,17.6,607.0,29.8,8.0,3111.0,3357.0,32.8,10.9,48889.0,134.0,96.4,3.2,0.4423,79800.0,20.7,21.0,3357.0,3111.0,30234.0,2017
Travis County,Texas,48,453,8.6,47.5,1172.0,48.8,18975.0,881405.0,1176584.0,13.7,13.9,68350.0,5446.0,85.3,4.5,0.4858,275800.0,22.7,97298.0,1176584.0,881405.0,38820.0,2017
Trego County,Kansas,20,195,12.6,23.3,587.0,32.0,11.0,2768.0,2899.0,30.8,4.8,55197.0,39.0,92.7,0.8,0.3653,84400.0,19.8,4.0,2899.0,2768.0,33233.0,2017
Trempealeau County,Wisconsin,55,121,10.6,19.7,682.0,34.5,248.0,27328.0,29510.0,23.6,9.0,54009.0,89.0,91.9,3.3,0.3961,147000.0,24.6,143.0,29510.0,27328.0,26654.0,2017
Treutlen County,Georgia,13,283,19.9,15.5,573.0,36.0,9.0,4707.0,6752.0,24.7,21.0,39375.0,0.0,81.4,5.6,0.4641,71000.0,21.3,2007.0,6752.0,4707.0,20775.0,2017
Trigg County,Kentucky,21,221,17.7,16.9,598.0,31.6,121.0,12898.0,14286.0,29.9,15.8,47259.0,0.0,88.2,10.4,0.4345,119500.0,21.8,1252.0,14286.0,12898.0,26224.0,2017
Trimble County,Kentucky,21,223,20.3,11.8,750.0,35.1,65.0,8460.0,8697.0,23.5,15.2,50998.0,24.0,92.6,10.5,0.4243,110500.0,22.9,0.0,8697.0,8460.0,26542.0,2017
Trinity County,California,6,105,23.2,19.5,803.0,28.6,183.0,11284.0,13037.0,36.3,19.9,36563.0,559.0,85.9,9.6,0.4665,286500.0,16.6,104.0,13037.0,11284.0,23575.0,2017
Trinity County,Texas,48,455,27.4,11.7,723.0,28.8,72.0,12516.0,14481.0,34.9,18.4,37398.0,44.0,80.2,10.2,0.4447,75300.0,20.3,1385.0,14481.0,12516.0,20369.0,2017
Tripp County,South Dakota,46,123,10.0,22.1,562.0,30.0,2.0,4500.0,5480.0,29.7,19.7,48409.0,747.0,90.2,1.8,0.4633,85800.0,22.6,0.0,5480.0,4500.0,27613.0,2017
Troup County,Georgia,13,285,16.5,18.5,792.0,39.8,731.0,40955.0,69433.0,19.3,21.3,43597.0,82.0,86.7,8.9,0.4759,125000.0,25.2,24472.0,69433.0,40955.0,22091.0,2017
Trousdale County,Tennessee,47,169,20.1,15.2,613.0,41.2,24.0,7543.0,8773.0,20.6,13.3,41776.0,12.0,83.7,8.2,0.4201,128000.0,21.3,999.0,8773.0,7543.0,22863.0,2017
Trumbull County,Ohio,39,155,14.6,18.7,649.0,34.2,2063.0,180104.0,203341.0,27.3,17.2,45380.0,342.0,91.7,5.9,0.446,101600.0,20.9,16985.0,203341.0,180104.0,25542.0,2017
Tucker County,West Virginia,54,93,22.2,14.8,507.0,31.7,10.0,6894.0,7035.0,31.9,15.3,43294.0,0.0,93.6,7.4,0.4139,104300.0,17.8,33.0,7035.0,6894.0,22385.0,2017
Tulare County,California,6,107,12.3,13.8,877.0,42.1,4971.0,361911.0,458809.0,15.1,27.1,44871.0,5787.0,87.8,10.0,0.4682,180200.0,31.4,7177.0,458809.0,361911.0,18962.0,2017
Tulsa County,Oklahoma,40,143,13.7,30.9,818.0,40.8,7692.0,447002.0,637123.0,19.0,15.5,52017.0,29880.0,85.3,5.9,0.4823,145800.0,25.5,63631.0,637123.0,447002.0,29797.0,2017
Tunica County,Mississippi,28,143,13.9,17.1,725.0,41.7,120.0,2011.0,10276.0,17.0,27.0,32052.0,0.0,84.4,10.2,0.5038,96000.0,29.9,8066.0,10276.0,2011.0,18486.0,2017
Tuolumne County,California,6,109,19.0,20.6,961.0,32.1,607.0,47181.0,53899.0,33.3,13.6,54325.0,931.0,93.4,7.9,0.4755,273500.0,16.8,975.0,53899.0,47181.0,31570.0,2017
Turner County,Georgia,13,287,18.6,13.5,548.0,35.7,4.0,4449.0,8036.0,24.9,27.9,42622.0,19.0,83.4,6.5,0.4423,72700.0,24.9,3449.0,8036.0,4449.0,20302.0,2017
Turner County,South Dakota,46,125,14.0,22.6,660.0,32.2,24.0,8040.0,8242.0,27.6,10.6,54294.0,51.0,93.3,2.2,0.4036,110400.0,23.6,30.0,8242.0,8040.0,27844.0,2017
Tuscaloosa County,Alabama,1,125,11.8,30.2,816.0,47.7,1895.0,132281.0,204424.0,17.8,17.3,50513.0,346.0,91.4,6.7,0.4607,161700.0,21.0,63965.0,204424.0,132281.0,24895.0,2017
Tuscarawas County,Ohio,39,157,14.0,15.1,725.0,35.1,731.0,89586.0,92531.0,25.1,13.8,49460.0,239.0,90.3,4.9,0.4236,117100.0,23.1,874.0,92531.0,89586.0,25054.0,2017
Tuscola County,Michigan,26,157,18.9,13.8,670.0,34.2,320.0,51718.0,53569.0,26.2,15.9,45495.0,157.0,92.6,7.4,0.4166,98800.0,21.2,641.0,53569.0,51718.0,23573.0,2017
Twiggs County,Georgia,13,289,21.6,9.2,537.0,32.4,35.0,4602.0,8323.0,28.8,27.3,30629.0,4.0,83.5,6.3,0.5002,57000.0,19.2,3547.0,8323.0,4602.0,17485.0,2017
Twin Falls County,Idaho,16,83,13.7,19.1,754.0,38.9,688.0,76170.0,82248.0,20.2,14.4,49118.0,912.0,86.9,4.3,0.4183,154200.0,27.9,535.0,82248.0,76170.0,22723.0,2017
Tyler County,Texas,48,457,25.3,12.1,722.0,37.1,29.0,18054.0,21456.0,27.8,15.8,44396.0,21.0,84.6,9.5,0.4387,81500.0,19.0,2358.0,21456.0,18054.0,21172.0,2017
Tyler County,West Virginia,54,95,17.2,13.6,618.0,32.0,45.0,8775.0,8949.0,28.5,16.4,40902.0,14.0,87.8,8.2,0.4908,92400.0,19.9,16.0,8949.0,8775.0,24599.0,2017
Tyrrell County,North Carolina,37,177,22.4,7.6,756.0,33.7,12.0,2253.0,4090.0,33.5,26.8,32411.0,58.0,82.7,8.5,0.45,113100.0,14.2,1462.0,4090.0,2253.0,17736.0,2017
Uinta County,Wyoming,56,41,16.4,17.4,652.0,38.1,224.0,19516.0,20758.0,17.1,14.9,54672.0,211.0,86.5,6.4,0.4336,178400.0,29.6,29.0,20758.0,19516.0,27115.0,2017
Uintah County,Utah,49,47,10.6,14.3,952.0,42.5,227.0,32103.0,36343.0,13.5,11.6,67012.0,2743.0,84.9,6.7,0.4292,194800.0,33.8,189.0,36343.0,32103.0,25001.0,2017
Ulster County,New York,36,111,13.6,31.4,1053.0,36.8,1895.0,154062.0,180129.0,25.1,13.2,61652.0,322.0,93.1,7.1,0.4553,221600.0,18.3,10312.0,180129.0,154062.0,32453.0,2017
Umatilla County,Oregon,41,59,15.8,15.9,699.0,39.5,725.0,65378.0,76736.0,20.5,17.8,50071.0,2396.0,89.3,8.3,0.4255,147900.0,25.7,597.0,76736.0,65378.0,22153.0,2017
Unicoi County,Tennessee,47,171,23.8,14.9,599.0,33.2,179.0,17361.0,17830.0,29.0,20.1,36576.0,13.0,90.1,10.8,0.4449,121200.0,19.0,86.0,17830.0,17361.0,21374.0,2017
Union County,Arkansas,5,139,18.3,20.1,650.0,36.1,218.0,25808.0,40022.0,24.2,20.1,41106.0,384.0,87.9,8.3,0.4794,79900.0,24.0,13087.0,40022.0,25808.0,23463.0,2017
Union County,Florida,12,125,16.8,8.3,616.0,41.7,96.0,11287.0,15300.0,20.9,21.4,37460.0,101.0,87.7,9.8,0.4252,89000.0,18.9,3387.0,15300.0,11287.0,13485.0,2017
Union County,Georgia,13,291,20.4,22.0,685.0,26.6,117.0,21612.0,22262.0,39.8,12.8,42767.0,94.0,87.9,5.5,0.474,191800.0,16.2,185.0,22262.0,21612.0,26755.0,2017
Union County,Illinois,17,181,17.1,22.3,517.0,33.8,52.0,16302.0,17267.0,26.8,16.8,46716.0,15.0,92.3,5.3,0.4544,98600.0,21.3,168.0,17267.0,16302.0,24646.0,2017
Union County,Indiana,18,161,15.5,17.6,741.0,35.5,67.0,6925.0,7225.0,24.9,8.2,45531.0,0.0,86.5,3.9,0.3747,109900.0,23.2,8.0,7225.0,6925.0,22527.0,2017
Union County,Iowa,19,175,15.8,16.1,594.0,35.5,124.0,12119.0,12497.0,26.9,13.8,47597.0,38.0,92.4,4.3,0.4062,94300.0,22.9,149.0,12497.0,12119.0,25098.0,2017
Union County,Kentucky,21,225,19.3,11.3,585.0,41.8,101.0,12491.0,14915.0,21.9,22.9,42139.0,9.0,92.6,7.3,0.4293,83100.0,20.3,1966.0,14915.0,12491.0,21758.0,2017
Union County,Mississippi,28,145,18.1,14.7,654.0,37.8,49.0,22879.0,28202.0,22.2,18.2,40076.0,19.0,87.5,8.3,0.4287,92500.0,25.5,4196.0,28202.0,22879.0,19518.0,2017
Union County,New Jersey,34,39,9.4,34.1,1219.0,39.6,6643.0,315421.0,557320.0,19.1,10.3,73376.0,1509.0,87.0,7.4,0.5001,351800.0,23.6,117852.0,557320.0,315421.0,38163.0,2017
Union County,New Mexico,35,59,19.2,15.9,530.0,36.6,34.0,3534.0,4216.0,24.5,14.2,38240.0,158.0,85.3,2.5,0.4913,89500.0,20.4,55.0,4216.0,3534.0,23180.0,2017
Union County,North Carolina,37,179,9.6,34.0,956.0,38.2,1455.0,180951.0,222095.0,16.3,9.4,70858.0,773.0,90.1,6.1,0.459,215200.0,28.1,25619.0,222095.0,180951.0,32754.0,2017
Union County,Ohio,39,159,11.0,30.8,876.0,40.3,282.0,50175.0,54688.0,15.9,7.4,78848.0,160.0,94.7,2.8,0.4107,186000.0,25.3,1370.0,54688.0,50175.0,33066.0,2017
Union County,Oregon,41,61,15.9,24.0,746.0,37.3,333.0,23802.0,25810.0,25.9,17.4,46228.0,288.0,90.6,6.5,0.4736,172100.0,22.2,219.0,25810.0,23802.0,26586.0,2017
Union County,Pennsylvania,42,119,13.3,23.8,733.0,42.7,273.0,39384.0,45056.0,22.3,10.2,53768.0,245.0,89.6,3.4,0.4482,172200.0,17.7,2990.0,45056.0,39384.0,25089.0,2017
Union County,South Carolina,45,87,19.5,12.5,602.0,34.3,122.0,18284.0,27772.0,26.9,19.3,37493.0,33.0,90.1,7.4,0.4593,75600.0,21.3,8589.0,27772.0,18284.0,21183.0,2017
Union County,South Dakota,46,127,11.2,30.6,781.0,35.1,165.0,14066.0,14929.0,23.1,7.3,65434.0,126.0,92.7,2.1,0.436,161300.0,24.6,105.0,14929.0,14066.0,37093.0,2017
Union County,Tennessee,47,173,17.5,8.8,594.0,35.1,108.0,18753.0,19176.0,23.9,21.6,40132.0,6.0,88.1,7.2,0.4402,114200.0,22.2,84.0,19176.0,18753.0,20478.0,2017
Union Parish,Louisiana,22,111,15.9,12.8,466.0,34.6,105.0,16189.0,22537.0,26.7,22.0,38916.0,14.0,85.5,6.6,0.4747,88700.0,22.5,5731.0,22537.0,16189.0,20742.0,2017
Upshur County,Texas,48,459,17.9,16.9,749.0,34.7,222.0,34337.0,40506.0,23.8,13.8,48796.0,311.0,84.1,8.3,0.4394,111600.0,24.0,3661.0,40506.0,34337.0,24088.0,2017
Upshur County,West Virginia,54,97,15.6,18.1,662.0,36.9,205.0,23966.0,24604.0,25.8,21.2,39434.0,59.0,90.6,8.1,0.4496,111900.0,20.5,324.0,24604.0,23966.0,21279.0,2017
Upson County,Georgia,13,293,16.6,12.9,615.0,36.0,310.0,18300.0,26241.0,24.0,22.7,35375.0,81.0,85.1,11.2,0.4731,84900.0,22.4,7470.0,26241.0,18300.0,19624.0,2017
Upton County,Texas,48,461,9.1,11.1,643.0,37.3,0.0,1829.0,3575.0,17.8,18.0,52750.0,4.0,83.4,1.1,0.4557,62900.0,30.1,243.0,3575.0,1829.0,25290.0,2017
Utah County,Utah,49,49,7.6,39.4,954.0,48.6,4721.0,530376.0,576496.0,10.3,11.8,67042.0,2906.0,90.7,4.3,0.4163,256900.0,34.5,3434.0,576496.0,530376.0,23207.0,2017
Uvalde County,Texas,48,463,14.0,15.1,629.0,39.3,172.0,24032.0,27015.0,22.4,17.9,40781.0,285.0,80.4,5.9,0.4392,77800.0,27.6,62.0,27015.0,24032.0,19146.0,2017
Val Verde County,Texas,48,465,15.2,18.1,688.0,41.8,461.0,45317.0,48976.0,19.0,20.9,44609.0,119.0,77.5,6.6,0.4647,94500.0,29.0,664.0,48976.0,45317.0,20160.0,2017
Valdez-Cordova Census Area,Alaska,2,261,12.2,32.7,974.0,37.6,20.0,6908.0,9439.0,19.0,7.4,86019.0,1342.0,83.4,7.5,0.3946,252200.0,23.6,13.0,9439.0,6908.0,37935.0,2017
Valencia County,New Mexico,35,61,19.8,16.3,781.0,36.8,547.0,61227.0,75845.0,22.5,22.0,43428.0,3302.0,89.6,9.1,0.4318,133100.0,24.4,716.0,75845.0,61227.0,20572.0,2017
Valley County,Idaho,16,85,21.2,30.8,803.0,28.5,88.0,10009.0,10104.0,36.2,10.4,54015.0,21.0,88.4,4.3,0.4569,258000.0,18.4,8.0,10104.0,10009.0,28515.0,2017
Valley County,Montana,30,105,14.4,21.1,609.0,32.9,12.0,6549.0,7561.0,28.6,7.4,55267.0,696.0,90.4,4.4,0.406,135600.0,22.1,7.0,7561.0,6549.0,29096.0,2017
Valley County,Nebraska,31,175,17.8,20.3,614.0,30.8,66.0,4186.0,4252.0,31.8,11.5,50270.0,9.0,91.0,1.5,0.4334,92700.0,21.6,17.0,4252.0,4186.0,27271.0,2017
Van Buren County,Arkansas,5,141,23.4,12.9,616.0,30.2,189.0,16032.0,16751.0,32.9,19.6,34428.0,105.0,87.1,8.3,0.4465,98900.0,20.0,76.0,16751.0,16032.0,20568.0,2017
Van Buren County,Iowa,19,177,13.2,13.8,502.0,31.0,15.0,7155.0,7308.0,27.9,14.0,47197.0,9.0,86.2,4.8,0.4248,82700.0,24.1,42.0,7308.0,7155.0,24952.0,2017
Van Buren County,Michigan,26,159,14.7,20.6,673.0,35.0,607.0,64989.0,75190.0,24.2,15.8,49119.0,689.0,90.2,6.6,0.4397,123100.0,24.0,2447.0,75190.0,64989.0,25433.0,2017
Van Buren County,Tennessee,47,175,23.4,9.9,402.0,31.8,15.0,5517.0,5675.0,30.3,19.5,43631.0,0.0,86.4,11.6,0.4026,95000.0,18.8,17.0,5675.0,5517.0,20672.0,2017
Van Wert County,Ohio,39,161,14.6,16.4,678.0,35.3,203.0,27254.0,28262.0,24.6,12.7,50974.0,57.0,92.6,5.3,0.417,99000.0,23.5,339.0,28262.0,27254.0,26130.0,2017
Van Zandt County,Texas,48,467,17.6,16.6,774.0,33.7,251.0,50119.0,53607.0,27.1,14.2,50061.0,346.0,82.1,5.9,0.448,112600.0,23.3,1441.0,53607.0,50119.0,25394.0,2017
Vance County,North Carolina,37,181,18.7,12.1,652.0,35.9,587.0,19550.0,44420.0,23.8,23.0,35246.0,777.0,88.5,11.0,0.5019,95500.0,24.0,22210.0,44420.0,19550.0,21188.0,2017
Vanderburgh County,Indiana,18,163,15.5,26.2,751.0,39.7,2252.0,155761.0,181831.0,22.3,18.0,44815.0,374.0,90.6,5.2,0.4752,121200.0,21.8,16632.0,181831.0,155761.0,26917.0,2017
Venango County,Pennsylvania,42,121,18.0,17.2,604.0,32.4,472.0,51252.0,52880.0,28.8,13.6,46487.0,22.0,92.7,7.6,0.425,85000.0,20.2,484.0,52880.0,51252.0,25190.0,2017
Ventura County,California,6,111,10.9,32.6,1643.0,39.7,9832.0,677010.0,847834.0,19.8,10.3,81972.0,6929.0,89.2,6.6,0.4478,520300.0,23.9,14805.0,847834.0,677010.0,35771.0,2017
Vermilion County,Illinois,17,183,15.1,14.6,657.0,35.6,733.0,65453.0,79207.0,24.5,19.8,44930.0,208.0,92.6,8.3,0.4384,75900.0,23.9,11075.0,79207.0,65453.0,23416.0,2017
Vermilion Parish,Louisiana,22,113,16.0,12.1,669.0,37.7,254.0,48554.0,59841.0,19.4,17.9,49266.0,289.0,87.7,7.3,0.4361,105700.0,26.1,8549.0,59841.0,48554.0,23608.0,2017
Vermillion County,Indiana,18,165,18.0,13.0,581.0,34.7,124.0,15321.0,15644.0,26.1,13.4,45440.0,43.0,90.9,5.1,0.404,74600.0,22.3,66.0,15644.0,15321.0,23891.0,2017
Vernon County,Missouri,29,217,17.6,17.3,642.0,36.0,194.0,19752.0,20665.0,24.5,15.2,41479.0,117.0,84.8,4.1,0.4294,97100.0,24.0,219.0,20665.0,19752.0,22369.0,2017
Vernon County,Wisconsin,55,123,11.5,21.6,647.0,31.4,242.0,29527.0,30378.0,25.6,16.6,49996.0,85.0,83.4,2.9,0.4428,148900.0,26.0,135.0,30378.0,29527.0,25314.0,2017
Vernon Parish,Louisiana,22,115,17.2,17.7,952.0,48.1,755.0,39538.0,51906.0,15.0,16.9,46620.0,773.0,89.2,8.7,0.4338,116600.0,25.7,7603.0,51906.0,39538.0,22583.0,2017
Victoria County,Texas,48,469,14.4,19.5,864.0,39.1,1110.0,80025.0,91518.0,21.0,14.8,55740.0,255.0,82.8,5.1,0.4536,129100.0,25.8,5695.0,91518.0,80025.0,28181.0,2017
Vigo County,Indiana,18,167,18.6,23.5,717.0,43.2,1231.0,94177.0,107723.0,20.7,19.9,42030.0,206.0,90.0,7.9,0.4634,90700.0,20.7,6639.0,107723.0,94177.0,22932.0,2017
Vilas County,Wisconsin,55,125,16.7,27.1,673.0,24.8,176.0,18593.0,21465.0,39.1,15.3,42720.0,1933.0,91.9,7.9,0.4628,206500.0,16.8,54.0,21465.0,18593.0,29058.0,2017
Vinton County,Ohio,39,163,20.0,10.3,585.0,35.9,156.0,12791.0,13142.0,22.3,21.1,41541.0,10.0,91.1,10.6,0.4174,85700.0,22.7,60.0,13142.0,12791.0,19876.0,2017
Virginia Beach City,Virginia,51,810,10.7,34.8,1296.0,43.2,6710.0,302383.0,450057.0,18.1,8.0,70500.0,1125.0,91.1,5.3,0.4174,267300.0,22.6,85682.0,450057.0,302383.0,34607.0,2017
Volusia County,Florida,12,127,16.7,22.7,972.0,33.4,5538.0,430152.0,518660.0,31.0,16.1,43838.0,1920.0,85.8,6.7,0.4628,149900.0,18.0,55230.0,518660.0,430152.0,25871.0,2017
Wabash County,Illinois,17,185,18.3,18.7,586.0,34.4,64.0,11152.0,11568.0,26.0,13.1,49716.0,6.0,94.0,7.6,0.4187,79000.0,22.0,98.0,11568.0,11152.0,25105.0,2017
Wabash County,Indiana,18,169,13.8,18.7,663.0,36.2,246.0,30493.0,31848.0,26.6,13.3,49052.0,217.0,90.7,5.5,0.4038,96700.0,21.3,279.0,31848.0,30493.0,24700.0,2017
Wabasha County,Minnesota,27,157,11.9,21.6,694.0,31.9,71.0,20905.0,21490.0,27.6,6.1,61973.0,35.0,95.3,3.2,0.4162,167300.0,21.9,87.0,21490.0,20905.0,32307.0,2017
Wabaunsee County,Kansas,20,197,15.5,22.7,649.0,32.3,19.0,6638.0,6918.0,25.1,6.1,58947.0,35.0,93.3,4.3,0.3461,111900.0,24.6,22.0,6918.0,6638.0,25790.0,2017
Wade Hampton Census Area,Alaska,2,270,,,,,,,,,,,,,,,,,,,,,2017
Wadena County,Minnesota,27,159,16.8,12.9,635.0,32.1,82.0,13118.0,13626.0,27.8,15.0,45018.0,108.0,93.6,5.8,0.4329,118900.0,24.8,154.0,13626.0,13118.0,24200.0,2017
Wagoner County,Oklahoma,40,145,16.0,22.7,835.0,37.8,481.0,58119.0,76830.0,21.1,10.7,59210.0,6516.0,87.7,6.4,0.4042,150400.0,25.1,2680.0,76830.0,58119.0,27337.0,2017
Wahkiakum County,Washington,53,69,25.0,17.1,717.0,26.5,41.0,3809.0,4105.0,41.4,13.9,49508.0,79.0,91.0,6.3,0.4409,202600.0,17.1,8.0,4105.0,3809.0,26964.0,2017
Wake County,North Carolina,37,183,8.4,51.0,1043.0,43.4,12478.0,680511.0,1023811.0,15.4,10.1,73577.0,3586.0,90.4,4.9,0.4439,250700.0,24.7,208642.0,1023811.0,680511.0,37315.0,2017
Wakulla County,Florida,12,129,16.4,17.8,840.0,39.4,164.0,25966.0,31586.0,20.0,12.6,57866.0,111.0,88.7,6.9,0.3734,133700.0,20.8,4781.0,31586.0,25966.0,22846.0,2017
Waldo County,Maine,23,27,16.2,30.3,791.0,33.3,310.0,37931.0,39280.0,28.2,14.3,50162.0,116.0,88.9,6.5,0.4458,159800.0,19.3,229.0,39280.0,37931.0,27763.0,2017
Walker County,Alabama,1,127,25.4,11.1,609.0,35.7,359.0,59223.0,64927.0,25.2,21.5,38872.0,100.0,88.4,10.0,0.4566,87300.0,22.3,3963.0,64927.0,59223.0,21217.0,2017
Walker County,Georgia,13,295,18.2,15.5,702.0,36.3,618.0,63292.0,68609.0,24.2,17.2,43581.0,96.0,85.7,7.0,0.4503,111100.0,22.3,2952.0,68609.0,63292.0,22564.0,2017
Walker County,Texas,48,471,9.2,20.3,838.0,50.8,404.0,51746.0,70818.0,16.9,24.3,41456.0,271.0,86.5,3.4,0.4746,132200.0,15.4,16219.0,70818.0,51746.0,17194.0,2017
Walla Walla County,Washington,53,71,15.9,29.1,843.0,40.6,786.0,50849.0,59862.0,22.5,14.4,52630.0,570.0,90.9,6.0,0.4557,196300.0,21.5,906.0,59862.0,50849.0,26651.0,2017
Wallace County,Kansas,20,199,17.1,26.4,478.0,33.1,0.0,1540.0,1591.0,26.5,10.6,60000.0,6.0,91.1,5.4,0.4577,88300.0,27.0,0.0,1591.0,1540.0,29931.0,2017
Waller County,Texas,48,473,12.6,19.2,853.0,46.0,245.0,31306.0,48443.0,16.2,18.0,53506.0,165.0,79.5,7.8,0.4665,157600.0,24.2,12241.0,48443.0,31306.0,23888.0,2017
Wallowa County,Oregon,41,63,21.2,25.8,676.0,26.1,61.0,6561.0,6864.0,38.2,13.7,44877.0,13.0,93.9,4.9,0.4356,217600.0,17.9,15.0,6864.0,6561.0,26898.0,2017
Walsh County,North Dakota,38,99,15.0,16.8,613.0,31.4,81.0,10060.0,10920.0,26.8,9.9,50781.0,258.0,93.3,2.6,0.4518,83700.0,22.6,39.0,10920.0,10060.0,30693.0,2017
Walthall County,Mississippi,28,147,18.7,10.3,537.0,36.3,17.0,7789.0,14670.0,24.4,26.3,31077.0,0.0,79.7,6.7,0.5614,101900.0,24.1,6713.0,14670.0,7789.0,20155.0,2017
Walton County,Florida,12,131,16.6,26.7,936.0,34.9,609.0,54729.0,63457.0,26.2,17.0,50619.0,397.0,83.7,5.7,0.4979,203100.0,20.4,3102.0,63457.0,54729.0,30853.0,2017
Walton County,Georgia,13,297,12.4,19.0,926.0,37.7,541.0,70069.0,88695.0,20.1,12.8,55876.0,188.0,87.9,6.9,0.4263,164700.0,25.4,14692.0,88695.0,70069.0,25184.0,2017
Walworth County,South Dakota,46,129,15.6,22.3,614.0,33.2,38.0,4417.0,5502.0,30.6,10.2,46623.0,676.0,90.0,3.7,0.461,82400.0,23.0,26.0,5502.0,4417.0,29457.0,2017
Walworth County,Wisconsin,55,127,11.8,28.5,833.0,38.6,917.0,96362.0,102917.0,22.0,12.4,58401.0,361.0,91.8,5.6,0.4328,192500.0,21.7,1172.0,102917.0,96362.0,29192.0,2017
Wapello County,Iowa,19,179,14.2,18.4,636.0,37.5,286.0,31131.0,35321.0,23.6,17.0,43329.0,42.0,93.3,6.3,0.4391,81000.0,22.6,1061.0,35321.0,31131.0,23413.0,2017
