County,State,State_FIPS,County_FIPS,white_population,total_population,age_60_and_over,housing_cost_burden,median_gross_rent,age_15_to_44_percentage,gini_index,native_american_population,median_household_income,per_capita_income,median_home_value,black_population,age_18_and_under_percentage,year,asian_population,total_population_race
Emmet County,Iowa,19,63,,,27.5,83.0,701.0,35.3,0.4744,28.0,48542.0,30386.0,86400.0,173.0,20.9,2018,9141.0,9551.0
Fayette County,Iowa,19,65,,,28.2,180.0,615.0,33.9,0.4459,9.0,50015.0,28069.0,94800.0,405.0,20.9,2018,19017.0,19929.0
Floyd County,Iowa,19,67,,,28.1,237.0,555.0,32.5,0.4469,90.0,48110.0,27897.0,104700.0,274.0,22.7,2018,14966.0,15858.0
Franklin County,Iowa,19,69,,,28.4,39.0,649.0,32.3,0.4216,10.0,53742.0,27480.0,88500.0,142.0,23.3,2018,9439.0,10245.0
Fremont County,Iowa,19,71,,,30.2,67.0,636.0,31.2,0.4145,48.0,54281.0,29625.0,102700.0,33.0,22.0,2018,6651.0,6968.0
Greene County,Iowa,19,73,,,29.7,15.0,607.0,31.6,0.4054,12.0,54050.0,28413.0,94300.0,33.0,23.0,2018,8655.0,9003.0
Grundy County,Iowa,19,75,,,27.0,56.0,631.0,33.3,0.4225,14.0,66965.0,35443.0,131200.0,69.0,23.4,2018,12131.0,12341.0
Guthrie County,Iowa,19,77,,,29.3,76.0,662.0,30.9,0.4076,36.0,57075.0,28953.0,115900.0,3.0,22.7,2018,10372.0,10674.0
Hamilton County,Iowa,19,79,,,26.9,62.0,673.0,33.4,0.4103,6.0,56273.0,28706.0,101600.0,206.0,23.0,2018,14159.0,15110.0
Hancock County,Iowa,19,81,,,28.5,45.0,608.0,32.3,0.3863,26.0,61167.0,29537.0,102900.0,70.0,22.2,2018,10539.0,10888.0
Hardin County,Iowa,19,83,,,29.1,118.0,595.0,34.1,0.409,171.0,53872.0,28539.0,92900.0,230.0,21.3,2018,16335.0,17127.0
Harrison County,Iowa,19,85,,,27.0,131.0,680.0,33.0,0.4022,63.0,60063.0,30209.0,115200.0,31.0,22.9,2018,13771.0,14143.0
Henry County,Iowa,19,87,,,24.5,117.0,681.0,37.4,0.4158,51.0,52428.0,26760.0,108700.0,449.0,22.0,2018,18350.0,19926.0
Howard County,Iowa,19,89,,,27.0,54.0,589.0,31.2,0.4145,0.0,52742.0,28828.0,107600.0,29.0,25.1,2018,9098.0,9264.0
Humboldt County,Iowa,19,91,,,28.1,33.0,569.0,32.6,0.4252,41.0,52219.0,29882.0,102300.0,25.0,23.2,2018,9315.0,9566.0
Ida County,Iowa,19,93,,,29.6,72.0,469.0,31.0,0.4608,48.0,55969.0,32562.0,96200.0,6.0,23.3,2018,6724.0,6916.0
Iowa County,Iowa,19,95,,,25.9,113.0,552.0,33.6,0.4397,11.0,58570.0,32663.0,146400.0,150.0,23.2,2018,15776.0,16207.0
Jackson County,Iowa,19,97,,,27.5,219.0,621.0,32.2,0.4267,7.0,54070.0,29207.0,123500.0,99.0,22.3,2018,18776.0,19395.0
Jasper County,Iowa,19,99,,,25.5,221.0,723.0,34.7,0.4093,68.0,55727.0,27551.0,128000.0,705.0,22.5,2018,35225.0,36891.0
Jefferson County,Iowa,19,101,,,29.6,81.0,666.0,37.2,0.5016,2.0,43378.0,26064.0,109400.0,321.0,18.3,2018,15066.0,18077.0
Johnson County,Iowa,19,103,,,15.7,1499.0,968.0,51.8,0.4929,290.0,61640.0,34310.0,216900.0,9945.0,20.1,2018,120694.0,147001.0
Jones County,Iowa,19,105,,,26.4,215.0,659.0,34.6,0.4308,6.0,56012.0,28879.0,133000.0,504.0,21.6,2018,19628.0,20568.0
Keokuk County,Iowa,19,107,,,29.0,38.0,651.0,32.3,0.4387,12.0,51043.0,28630.0,88800.0,39.0,22.7,2018,9973.0,10200.0
Kossuth County,Iowa,19,109,,,30.7,61.0,653.0,31.4,0.4098,26.0,54146.0,29963.0,103600.0,167.0,21.7,2018,14621.0,15075.0
Lee County,Iowa,19,111,,,27.0,363.0,637.0,34.0,0.425,82.0,48571.0,25968.0,93300.0,883.0,21.6,2018,32362.0,34541.0
Linn County,Iowa,19,113,,,21.0,1983.0,743.0,39.8,0.4308,370.0,64862.0,34289.0,153700.0,11858.0,23.6,2018,196391.0,222121.0
Louisa County,Iowa,19,115,,,24.1,72.0,620.0,36.5,0.4218,57.0,53943.0,27041.0,108500.0,125.0,22.9,2018,10234.0,11223.0
Lucas County,Iowa,19,117,,,29.0,87.0,663.0,31.5,0.4578,1.0,50206.0,28900.0,87600.0,14.0,23.5,2018,8522.0,8597.0
Lyon County,Iowa,19,119,,,23.8,35.0,666.0,34.4,0.3765,79.0,64352.0,29246.0,132400.0,7.0,28.4,2018,11403.0,11769.0
Madison County,Iowa,19,121,,,22.6,94.0,813.0,34.2,0.4349,13.0,64512.0,33069.0,166500.0,37.0,25.6,2018,15457.0,15890.0
Mahaska County,Iowa,19,123,,,24.9,156.0,626.0,36.0,0.4465,58.0,52950.0,27061.0,114000.0,347.0,24.0,2018,21129.0,22208.0
Marion County,Iowa,19,125,,,24.1,158.0,699.0,37.0,0.4038,65.0,58492.0,28832.0,152400.0,197.0,23.9,2018,31716.0,33207.0
Marshall County,Iowa,19,127,,,23.8,433.0,680.0,35.5,0.4024,125.0,54027.0,26516.0,105500.0,383.0,25.1,2018,34246.0,40271.0
Mills County,Iowa,19,129,,,24.8,115.0,748.0,33.5,0.4151,135.0,69177.0,32867.0,165200.0,130.0,23.8,2018,14444.0,14957.0
Mitchell County,Iowa,19,131,,,28.5,25.0,565.0,32.0,0.4127,69.0,55553.0,28898.0,114400.0,9.0,23.7,2018,10387.0,10631.0
Monona County,Iowa,19,133,,,31.6,141.0,585.0,31.7,0.4618,181.0,45252.0,27862.0,86700.0,24.0,20.4,2018,8512.0,8796.0
Monroe County,Iowa,19,135,,,26.8,35.0,654.0,32.2,0.4075,0.0,49549.0,26469.0,92500.0,5.0,25.1,2018,7552.0,7863.0
Montgomery County,Iowa,19,137,,,28.4,42.0,638.0,32.2,0.4644,50.0,47648.0,28780.0,83400.0,0.0,23.3,2018,9654.0,10155.0
Muscatine County,Iowa,19,139,,,22.9,278.0,810.0,37.2,0.4153,79.0,57348.0,28137.0,127100.0,1008.0,25.1,2018,39263.0,42950.0
O'Brien County,Iowa,19,141,,,27.5,75.0,586.0,33.0,0.4233,46.0,53045.0,29901.0,111400.0,147.0,23.6,2018,13083.0,13911.0
Osceola County,Iowa,19,143,,,27.5,22.0,625.0,31.3,0.4015,13.0,58125.0,28843.0,91900.0,77.0,23.5,2018,5784.0,6115.0
Page County,Iowa,19,145,,,30.1,160.0,629.0,35.3,0.4244,115.0,49974.0,26767.0,91400.0,265.0,20.1,2018,14427.0,15363.0
Palo Alto County,Iowa,19,147,,,28.1,44.0,605.0,34.2,0.4059,16.0,52462.0,28843.0,100000.0,209.0,22.4,2018,8705.0,9055.0
Plymouth County,Iowa,19,149,,,24.5,88.0,669.0,34.2,0.3995,112.0,64296.0,32028.0,155900.0,178.0,25.2,2018,23729.0,25039.0
Pocahontas County,Iowa,19,151,,,31.3,39.0,567.0,28.9,0.4037,25.0,49877.0,27984.0,75400.0,44.0,21.7,2018,6630.0,6898.0
Polk County,Iowa,19,153,,,17.8,4973.0,879.0,41.9,0.4437,1365.0,66044.0,34474.0,171800.0,31076.0,25.1,2018,399979.0,474274.0
Pottawattamie County,Iowa,19,155,,,23.4,845.0,826.0,36.7,0.4259,305.0,57467.0,29729.0,136900.0,1366.0,23.7,2018,86905.0,93503.0
Poweshiek County,Iowa,19,157,,,25.4,204.0,717.0,38.7,0.452,0.0,53520.0,30711.0,140200.0,345.0,19.5,2018,17454.0,18605.0
Ringgold County,Iowa,19,159,,,31.0,25.0,625.0,30.6,0.4713,18.0,52005.0,29759.0,89100.0,3.0,23.9,2018,4818.0,4984.0
Sac County,Iowa,19,161,,,30.8,59.0,597.0,30.0,0.4152,0.0,54958.0,30750.0,90500.0,64.0,22.1,2018,9613.0,9868.0
Scott County,Iowa,19,163,,,21.9,1640.0,779.0,38.5,0.4516,614.0,58803.0,31873.0,158200.0,12861.0,24.0,2018,147815.0,172288.0
Shelby County,Iowa,19,165,,,28.9,183.0,673.0,30.8,0.4305,17.0,55489.0,31283.0,117000.0,96.0,22.6,2018,11338.0,11694.0
Sioux County,Iowa,19,167,,,20.3,128.0,686.0,40.5,0.3844,104.0,67178.0,28467.0,159400.0,124.0,27.1,2018,32474.0,34825.0
Story County,Iowa,19,169,,,15.8,1065.0,885.0,56.8,0.4643,217.0,54554.0,28034.0,180400.0,1828.0,16.7,2018,83892.0,96922.0
Tama County,Iowa,19,171,,,26.2,57.0,694.0,32.8,0.3982,1386.0,55898.0,27255.0,107800.0,143.0,24.2,2018,15114.0,17136.0
Taylor County,Iowa,19,173,,,29.1,59.0,584.0,32.4,0.4379,14.0,48717.0,27672.0,79500.0,15.0,23.4,2018,5918.0,6201.0
Union County,Iowa,19,175,,,26.5,114.0,626.0,36.1,0.4312,20.0,47518.0,26216.0,99800.0,63.0,22.5,2018,12063.0,12453.0
Van Buren County,Iowa,19,177,,,28.7,30.0,549.0,31.1,0.4639,0.0,47083.0,27468.0,90900.0,53.0,24.0,2018,7054.0,7223.0
Wapello County,Iowa,19,179,,,24.2,340.0,686.0,37.5,0.4409,55.0,45233.0,24864.0,82000.0,1143.0,22.5,2018,30868.0,35315.0
Warren County,Iowa,19,181,,,21.1,459.0,781.0,37.7,0.4044,76.0,74383.0,34570.0,176600.0,229.0,25.0,2018,47483.0,49361.0
Washington County,Iowa,19,183,,,25.0,280.0,789.0,34.3,0.3906,60.0,61769.0,29857.0,148700.0,201.0,24.9,2018,21307.0,22143.0
Wayne County,Iowa,19,185,,,28.3,18.0,496.0,31.8,0.4475,19.0,45017.0,25560.0,77600.0,67.0,25.0,2018,6226.0,6413.0
Webster County,Iowa,19,187,,,24.1,352.0,627.0,38.3,0.4431,125.0,44261.0,25243.0,96600.0,1739.0,21.4,2018,33673.0,36757.0
Winnebago County,Iowa,19,189,,,29.6,58.0,578.0,35.1,0.3871,63.0,51002.0,27117.0,94100.0,136.0,21.7,2018,10048.0,10571.0
Winneshiek County,Iowa,19,191,,,26.4,35.0,655.0,38.3,0.4005,22.0,62820.0,30706.0,167800.0,193.0,18.4,2018,19758.0,20401.0
Woodbury County,Iowa,19,193,,,20.5,1360.0,753.0,39.4,0.4363,1973.0,55483.0,27430.0,117700.0,3578.0,26.2,2018,88238.0,102398.0
Worth County,Iowa,19,195,,,27.1,56.0,591.0,33.6,0.4119,3.0,54329.0,29482.0,104300.0,94.0,21.5,2018,7259.0,7489.0
Wright County,Iowa,19,197,,,29.6,148.0,623.0,31.8,0.4314,45.0,50198.0,28317.0,85300.0,88.0,24.0,2018,11925.0,12804.0
Allen County,Kansas,20,1,,,27.0,82.0,627.0,34.7,0.4337,35.0,42679.0,23454.0,78700.0,188.0,22.8,2018,11818.0,12630.0
Anderson County,Kansas,20,3,,,27.2,65.0,600.0,32.2,0.4181,166.0,46274.0,23210.0,93400.0,45.0,26.4,2018,7567.0,7852.0
Atchison County,Kansas,20,5,,,21.8,136.0,675.0,39.0,0.45,77.0,48667.0,24224.0,101600.0,378.0,23.6,2018,14785.0,16363.0
Barber County,Kansas,20,7,,,28.3,38.0,524.0,30.5,0.4706,49.0,50613.0,28984.0,66400.0,28.0,23.7,2018,4518.0,4733.0
Barton County,Kansas,20,9,,,25.1,270.0,658.0,36.1,0.4445,293.0,50198.0,27133.0,92300.0,453.0,24.0,2018,25104.0,26791.0
Bourbon County,Kansas,20,11,,,25.1,93.0,626.0,34.9,0.4628,71.0,40733.0,22822.0,83300.0,473.0,25.7,2018,13610.0,14702.0
Brown County,Kansas,20,13,,,26.6,95.0,625.0,31.6,0.4271,780.0,48547.0,25306.0,88700.0,122.0,25.5,2018,8291.0,9664.0
Butler County,Kansas,20,15,,,20.8,647.0,817.0,38.0,0.411,511.0,63272.0,28759.0,147100.0,1563.0,25.8,2018,61941.0,66468.0
Chase County,Kansas,20,17,,,30.1,33.0,624.0,31.9,0.436,13.0,46295.0,25105.0,96200.0,46.0,23.3,2018,2516.0,2645.0
Chautauqua County,Kansas,20,19,,,33.9,19.0,574.0,29.4,0.4662,208.0,38690.0,24496.0,62500.0,20.0,21.0,2018,2934.0,3367.0
Cherokee County,Kansas,20,21,,,25.8,124.0,630.0,34.0,0.4057,499.0,41103.0,21635.0,80300.0,125.0,23.8,2018,18379.0,20331.0
Cheyenne County,Kansas,20,23,,,34.4,10.0,575.0,31.3,0.4289,0.0,46833.0,28467.0,84000.0,0.0,21.4,2018,2540.0,2677.0
Clark County,Kansas,20,25,,,29.1,2.0,614.0,30.8,0.3962,25.0,50368.0,27896.0,77700.0,12.0,24.6,2018,1929.0,2053.0
Clay County,Kansas,20,27,,,30.6,84.0,639.0,32.4,0.4855,54.0,56186.0,32110.0,97300.0,45.0,24.2,2018,7875.0,8142.0
Cloud County,Kansas,20,29,,,27.2,75.0,628.0,34.4,0.434,12.0,44143.0,26515.0,73900.0,161.0,23.1,2018,8639.0,9060.0
Coffey County,Kansas,20,31,,,27.5,57.0,625.0,33.3,0.4156,65.0,58636.0,32112.0,117700.0,51.0,21.8,2018,7927.0,8296.0
Comanche County,Kansas,20,33,,,34.3,4.0,519.0,28.7,0.4109,0.0,56912.0,30171.0,78800.0,0.0,22.9,2018,1739.0,1780.0
Cowley County,Kansas,20,35,,,23.5,353.0,682.0,37.6,0.4256,639.0,48087.0,23778.0,87300.0,1126.0,23.9,2018,31224.0,35591.0
Crawford County,Kansas,20,37,,,20.5,497.0,719.0,44.8,0.4652,182.0,40174.0,22461.0,91000.0,866.0,21.8,2018,35719.0,39108.0
Decatur County,Kansas,20,39,,,37.0,35.0,639.0,28.3,0.4392,26.0,44104.0,30208.0,64700.0,4.0,19.3,2018,2817.0,2881.0
Dickinson County,Kansas,20,41,,,25.5,185.0,662.0,34.8,0.4447,167.0,48167.0,26201.0,109500.0,256.0,24.1,2018,17995.0,19004.0
Doniphan County,Kansas,20,43,,,27.2,22.0,572.0,39.2,0.4301,70.0,49338.0,25297.0,101000.0,427.0,19.2,2018,7122.0,7736.0
Douglas County,Kansas,20,45,,,16.2,1774.0,897.0,53.3,0.4714,2935.0,55832.0,30315.0,192800.0,5047.0,18.6,2018,98478.0,119319.0
Edwards County,Kansas,20,47,,,28.0,17.0,526.0,31.0,0.3987,0.0,49293.0,27309.0,60600.0,17.0,23.5,2018,2792.0,2925.0
Elk County,Kansas,20,49,,,37.4,19.0,502.0,24.6,0.4297,46.0,38494.0,22437.0,50400.0,6.0,21.2,2018,2399.0,2562.0
Ellis County,Kansas,20,51,,,21.2,522.0,690.0,45.1,0.4855,55.0,52700.0,29810.0,164500.0,399.0,21.6,2018,26904.0,28878.0
Ellsworth County,Kansas,20,53,,,29.1,14.0,635.0,36.9,0.4168,56.0,48188.0,25161.0,94200.0,287.0,18.9,2018,5622.0,6293.0
Finney County,Kansas,20,55,,,15.4,358.0,771.0,41.0,0.4041,158.0,56573.0,23637.0,140500.0,948.0,30.9,2018,29720.0,36957.0
Ford County,Kansas,20,57,,,14.9,243.0,756.0,40.7,0.423,157.0,53072.0,23348.0,109900.0,697.0,30.5,2018,30815.0,34484.0
Franklin County,Kansas,20,59,,,22.0,214.0,765.0,36.1,0.4014,143.0,55486.0,26757.0,125600.0,271.0,24.4,2018,23768.0,25563.0
Geary County,Kansas,20,61,,,11.4,667.0,1034.0,51.6,0.3761,432.0,49185.0,22797.0,142200.0,6334.0,30.9,2018,23881.0,34895.0
Gove County,Kansas,20,63,,,34.4,27.0,623.0,29.0,0.4226,15.0,48894.0,28247.0,80600.0,17.0,21.3,2018,2502.0,2619.0
Graham County,Kansas,20,65,,,34.3,25.0,529.0,27.2,0.4176,5.0,40769.0,26685.0,70100.0,100.0,20.3,2018,2319.0,2545.0
Grant County,Kansas,20,67,,,18.6,119.0,634.0,37.1,0.4092,0.0,55455.0,25788.0,109000.0,0.0,31.7,2018,6388.0,7616.0
Gray County,Kansas,20,69,,,20.8,47.0,721.0,37.3,0.3873,30.0,64426.0,28878.0,131300.0,51.0,28.8,2018,5856.0,6037.0
Greeley County,Kansas,20,71,,,28.0,4.0,648.0,31.3,0.35,7.0,51250.0,23668.0,97900.0,8.0,25.9,2018,1070.0,1200.0
Greenwood County,Kansas,20,73,,,32.5,63.0,574.0,28.9,0.466,9.0,42595.0,27639.0,63500.0,19.0,21.4,2018,5861.0,6156.0
Hamilton County,Kansas,20,75,,,17.5,11.0,602.0,39.7,0.3759,0.0,45000.0,20723.0,84600.0,96.0,30.7,2018,2336.0,2616.0
Harper County,Kansas,20,77,,,29.1,28.0,656.0,31.7,0.4356,144.0,49455.0,26105.0,72300.0,12.0,24.5,2018,5452.0,5673.0
Harvey County,Kansas,20,79,,,25.1,322.0,714.0,36.2,0.4011,234.0,56051.0,27305.0,123100.0,665.0,24.7,2018,32131.0,34555.0
Haskell County,Kansas,20,81,,,20.1,0.0,670.0,37.9,0.4437,22.0,53527.0,25417.0,104700.0,0.0,29.2,2018,3632.0,4047.0
Hodgeman County,Kansas,20,83,,,31.0,1.0,626.0,30.2,0.4001,5.0,53854.0,28514.0,81700.0,0.0,21.2,2018,1776.0,1842.0
Jackson County,Kansas,20,85,,,26.7,83.0,674.0,33.1,0.4057,966.0,55904.0,27950.0,132500.0,86.0,24.9,2018,11518.0,13318.0
Jefferson County,Kansas,20,87,,,25.6,53.0,740.0,32.3,0.3655,129.0,61793.0,29258.0,145000.0,128.0,23.2,2018,18048.0,18888.0
Jewell County,Kansas,20,89,,,38.3,19.0,480.0,26.8,0.4943,15.0,42552.0,26908.0,52800.0,18.0,18.7,2018,2840.0,2916.0
Johnson County,Kansas,20,91,,,19.5,6618.0,1065.0,39.8,0.4522,1517.0,84915.0,44986.0,244100.0,27360.0,24.9,2018,505128.0,585502.0
Kearny County,Kansas,20,93,,,20.2,19.0,666.0,36.8,0.4557,19.0,51314.0,23593.0,109500.0,69.0,29.0,2018,3595.0,3932.0
Kingman County,Kansas,20,95,,,28.5,50.0,719.0,31.6,0.4398,42.0,58483.0,33203.0,94200.0,21.0,22.4,2018,7232.0,7470.0
Kiowa County,Kansas,20,97,,,29.1,36.0,617.0,35.2,0.4042,22.0,51336.0,25623.0,119900.0,30.0,22.6,2018,2373.0,2526.0
Labette County,Kansas,20,99,,,25.5,238.0,622.0,34.3,0.4113,212.0,47668.0,23524.0,78800.0,856.0,23.9,2018,18099.0,20367.0
Lane County,Kansas,20,101,,,24.9,6.0,518.0,34.9,0.4313,29.0,51719.0,28366.0,76700.0,1.0,24.4,2018,1590.0,1642.0
Leavenworth County,Kansas,20,103,,,19.3,808.0,979.0,40.8,0.4242,458.0,71184.0,31639.0,173900.0,7008.0,23.9,2018,66240.0,80042.0
Lincoln County,Kansas,20,105,,,30.3,25.0,534.0,30.0,0.4166,0.0,46196.0,25851.0,73200.0,23.0,22.8,2018,3026.0,3097.0
Linn County,Kansas,20,107,,,28.6,101.0,658.0,32.3,0.4509,86.0,43699.0,25771.0,99800.0,62.0,23.0,2018,9211.0,9635.0
Logan County,Kansas,20,109,,,29.2,14.0,713.0,33.6,0.4468,21.0,51597.0,27883.0,87200.0,1.0,24.4,2018,2690.0,2810.0
Lyon County,Kansas,20,111,,,20.1,345.0,671.0,43.5,0.475,209.0,44191.0,26322.0,104100.0,768.0,22.3,2018,29806.0,33299.0
McPherson County,Kansas,20,113,,,26.2,312.0,737.0,36.1,0.4152,157.0,57765.0,30234.0,146600.0,329.0,23.1,2018,27257.0,28630.0
Marion County,Kansas,20,115,,,29.0,38.0,579.0,32.5,0.4183,12.0,51262.0,25756.0,86800.0,59.0,21.6,2018,11535.0,12032.0
Marshall County,Kansas,20,117,,,29.2,127.0,577.0,31.1,0.4143,24.0,50234.0,27167.0,94900.0,50.0,23.5,2018,9494.0,9798.0
Meade County,Kansas,20,119,,,23.5,8.0,633.0,35.4,0.4174,0.0,55568.0,27273.0,92700.0,26.0,25.8,2018,3660.0,4261.0
Miami County,Kansas,20,121,,,23.2,241.0,830.0,34.0,0.4164,278.0,69150.0,33349.0,191100.0,459.0,25.1,2018,31621.0,33127.0
Mitchell County,Kansas,20,123,,,30.0,18.0,556.0,32.8,0.4336,11.0,45221.0,24732.0,85300.0,51.0,22.8,2018,6030.0,6222.0
Montgomery County,Kansas,20,125,,,26.3,422.0,648.0,34.8,0.442,1068.0,45173.0,24103.0,75000.0,1674.0,23.7,2018,28011.0,32970.0
Morris County,Kansas,20,127,,,32.7,39.0,585.0,29.4,0.4229,6.0,50352.0,27499.0,101200.0,6.0,21.8,2018,5345.0,5566.0
Morton County,Kansas,20,129,,,24.5,28.0,686.0,33.2,0.4175,3.0,43925.0,23370.0,94700.0,26.0,26.0,2018,2601.0,2838.0
Nemaha County,Kansas,20,131,,,26.0,74.0,653.0,33.1,0.4369,50.0,58644.0,29687.0,123500.0,56.0,26.3,2018,9795.0,10104.0
Neosho County,Kansas,20,133,,,25.7,98.0,612.0,34.2,0.4513,49.0,44294.0,23934.0,81200.0,198.0,24.8,2018,15270.0,16125.0
Ness County,Kansas,20,135,,,32.8,13.0,539.0,27.1,0.471,6.0,51033.0,31912.0,73400.0,21.0,22.2,2018,2830.0,2955.0
Norton County,Kansas,20,137,,,26.3,48.0,671.0,37.5,0.4647,46.0,49891.0,26953.0,75100.0,148.0,19.2,2018,5067.0,5486.0
Osage County,Kansas,20,139,,,26.5,120.0,674.0,32.6,0.412,34.0,55036.0,27026.0,110700.0,95.0,23.5,2018,15241.0,15882.0
Osborne County,Kansas,20,141,,,32.1,18.0,525.0,30.5,0.4543,14.0,48355.0,28748.0,68500.0,14.0,21.1,2018,3465.0,3603.0
Ottawa County,Kansas,20,143,,,25.7,36.0,646.0,33.6,0.4134,34.0,51971.0,27610.0,98800.0,53.0,23.5,2018,5682.0,5902.0
Pawnee County,Kansas,20,145,,,31.0,79.0,607.0,35.8,0.3939,60.0,42853.0,22925.0,75300.0,350.0,17.8,2018,5989.0,6709.0
Phillips County,Kansas,20,147,,,30.3,24.0,612.0,31.5,0.402,14.0,48272.0,27140.0,80000.0,40.0,22.9,2018,5226.0,5408.0
Pottawatomie County,Kansas,20,149,,,19.8,104.0,766.0,38.2,0.3944,336.0,64657.0,28070.0,181200.0,164.0,29.1,2018,22232.0,23545.0
Pratt County,Kansas,20,151,,,26.4,35.0,672.0,35.0,0.4197,142.0,54029.0,27050.0,93200.0,225.0,24.9,2018,8975.0,9582.0
Rawlins County,Kansas,20,153,,,33.3,7.0,570.0,28.9,0.4132,22.0,48125.0,27840.0,95000.0,10.0,20.4,2018,2340.0,2509.0
Reno County,Kansas,20,155,,,25.9,637.0,707.0,36.4,0.433,614.0,49174.0,26190.0,98100.0,1788.0,22.9,2018,57847.0,63101.0
Republic County,Kansas,20,157,,,36.7,31.0,589.0,27.5,0.4314,17.0,48022.0,28901.0,62800.0,16.0,19.7,2018,4576.0,4686.0
Rice County,Kansas,20,159,,,24.8,57.0,569.0,36.5,0.4036,72.0,50764.0,23971.0,74700.0,183.0,22.9,2018,8931.0,9762.0
Riley County,Kansas,20,161,,,11.9,1481.0,938.0,62.6,0.4754,330.0,49910.0,26883.0,194800.0,4751.0,16.7,2018,61926.0,75296.0
Rooks County,Kansas,20,163,,,27.5,19.0,545.0,32.4,0.3985,13.0,50511.0,25072.0,78000.0,44.0,22.7,2018,4928.0,5118.0
Rush County,Kansas,20,165,,,31.5,33.0,598.0,29.3,0.4307,9.0,40598.0,25590.0,72300.0,5.0,21.3,2018,2977.0,3102.0
Russell County,Kansas,20,167,,,32.3,18.0,603.0,30.2,0.3837,7.0,52806.0,26300.0,89300.0,107.0,21.4,2018,6635.0,6977.0
Saline County,Kansas,20,169,,,23.1,589.0,751.0,37.4,0.4377,261.0,50515.0,27737.0,128500.0,1543.0,23.6,2018,48040.0,54977.0
Scott County,Kansas,20,171,,,24.2,63.0,793.0,36.3,0.3426,5.0,71394.0,31132.0,134200.0,0.0,26.8,2018,4672.0,4949.0
Sedgwick County,Kansas,20,173,,,19.6,5732.0,803.0,40.0,0.4554,5077.0,54974.0,28673.0,135600.0,45888.0,26.1,2018,400828.0,512064.0
Seward County,Kansas,20,175,,,14.9,252.0,743.0,41.9,0.4103,160.0,47025.0,20352.0,98200.0,1173.0,31.9,2018,13044.0,22692.0
Shawnee County,Kansas,20,177,,,23.8,2090.0,800.0,36.7,0.4436,1570.0,55199.0,29979.0,130500.0,14754.0,24.0,2018,147172.0,178284.0
Sheridan County,Kansas,20,179,,,29.2,14.0,605.0,30.8,0.418,5.0,56071.0,31526.0,106900.0,11.0,24.4,2018,2456.0,2506.0
Sherman County,Kansas,20,181,,,25.8,52.0,784.0,38.0,0.3563,46.0,52847.0,23687.0,92700.0,43.0,23.9,2018,5415.0,5966.0
Smith County,Kansas,20,183,,,36.1,12.0,491.0,27.1,0.465,19.0,43438.0,28598.0,66900.0,8.0,19.8,2018,3539.0,3663.0
Stafford County,Kansas,20,185,,,27.4,15.0,616.0,31.5,0.424,43.0,48563.0,26922.0,62200.0,25.0,23.5,2018,4010.0,4214.0
Stanton County,Kansas,20,187,,,23.9,10.0,628.0,31.6,0.4236,6.0,46726.0,23542.0,79700.0,1.0,27.2,2018,1918.0,2063.0
Stevens County,Kansas,20,189,,,19.3,7.0,682.0,37.3,0.434,15.0,56507.0,24359.0,111900.0,37.0,29.7,2018,5034.0,5686.0
Sumner County,Kansas,20,191,,,24.1,100.0,691.0,33.9,0.4219,326.0,54915.0,26328.0,87400.0,258.0,24.7,2018,21908.0,23208.0
Thomas County,Kansas,20,193,,,22.8,44.0,534.0,40.1,0.4449,57.0,57478.0,27127.0,120800.0,143.0,22.6,2018,7380.0,7824.0
Trego County,Kansas,20,195,,,34.1,39.0,591.0,31.9,0.3655,23.0,56810.0,33555.0,90100.0,3.0,18.9,2018,2750.0,2858.0
Wabaunsee County,Kansas,20,197,,,26.3,20.0,691.0,31.8,0.3779,37.0,60450.0,28104.0,129100.0,32.0,24.2,2018,6613.0,6888.0
Wallace County,Kansas,20,199,,,28.2,0.0,481.0,31.9,0.4177,6.0,58875.0,28938.0,99300.0,4.0,25.1,2018,1491.0,1575.0
Washington County,Kansas,20,201,,,30.7,15.0,467.0,30.0,0.4277,6.0,48889.0,27718.0,78200.0,16.0,22.8,2018,5329.0,5525.0
Wichita County,Kansas,20,203,,,27.3,27.0,688.0,30.4,0.402,28.0,57566.0,29762.0,88900.0,19.0,25.5,2018,1931.0,2143.0
Wilson County,Kansas,20,205,,,28.6,125.0,678.0,31.4,0.4692,57.0,46208.0,26523.0,67400.0,49.0,24.0,2018,8300.0,8780.0
Woodson County,Kansas,20,207,,,32.3,23.0,588.0,30.1,0.4356,16.0,34621.0,21123.0,59800.0,34.0,21.2,2018,2970.0,3170.0
Wyandotte County,Kansas,20,209,,,17.3,2018.0,858.0,40.9,0.4273,739.0,44873.0,21298.0,95600.0,37018.0,28.0,2018,98246.0,164345.0
Adair County,Kentucky,21,1,,,24.9,147.0,537.0,38.3,0.4696,44.0,39346.0,20166.0,89600.0,631.0,20.0,2018,18201.0,19241.0
Allen County,Kentucky,21,3,,,23.6,73.0,661.0,35.8,0.4379,0.0,40893.0,21262.0,112300.0,311.0,24.1,2018,19821.0,20794.0
Anderson County,Kentucky,21,5,,,22.0,249.0,708.0,36.6,0.4073,0.0,54160.0,26339.0,142200.0,566.0,24.2,2018,21159.0,22214.0
Ballard County,Kentucky,21,7,,,26.9,32.0,609.0,33.8,0.4617,41.0,44350.0,25571.0,99800.0,336.0,22.0,2018,7549.0,8090.0
